,Restaurant Name,Country Code,City,Longitude,Latitude,Major Cuisines,Average Cost for two in rupees,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Address
8349,Tea Nation,1,Noida,77.3777963,28.513978,Fast Food,200.0,No,No,No,1,0.0,White,Not rated,1,"Express Trade Towers 2, B-36, Sector 132, Noida"
8350,The Corporate Kitchen,1,Noida,0.0,0.0,North Indian,300.0,No,No,No,1,0.0,White,Not rated,0,"Sector 132, Noida"
8351,The Royal Kitchen,1,Noida,77.413356,28.5078125,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0,"Shop 4, Paras Tierea Commercial Complex, Sector 137, Near Sector 132, Noida"
8352,Tpot,1,Noida,77.3732546,28.5152596,Fast Food,500.0,No,No,No,2,0.0,White,Not rated,1,"Ground Floor, Urbtech Matrix Towers, Opposite Jaypee  Hospital, Sector 132, Noida"
8353,Wild Chef House,1,Noida,77.3730864,28.5151994,Continental,500.0,No,Yes,No,2,0.0,White,Not rated,3,"Urbtech Matrix, Opposite JP Hospital, Sector 132, Noida"
8354,DIOS The Neighbourhood Bistro,1,Noida,77.3778856,28.5138115,Continental,1300.0,Yes,No,No,3,4.2,Green,Very Good,108,"B-36, Block A, Express Trade Tower 2, Noida-Greater Noida Expressway, Sector 132, Noida"
8355,Cake n Flower,1,Noida,77.3145385,28.5811942,Bakery,150.0,No,No,No,1,2.9,Orange,Average,7,"Shop 4, CDR Complex, Sector 15, Noida"
8356,Dilli 6,1,Noida,77.3138576,28.5818951,North Indian,500.0,No,Yes,No,2,2.8,Orange,Average,84,"The Residency Hotel, Priya Gold Building, Naya Bans, Sector 15, Noida"
8357,Food Bell,1,Noida,77.3141014,28.5814426,North Indian,400.0,No,No,No,1,2.8,Orange,Average,6,"Shersingh Market, Naga Bans, Sector 15, Noida"
8358,Kalpana Hotel,1,Noida,77.314,28.5817708,North Indian,200.0,No,No,No,1,2.9,Orange,Average,4,"Opposite Priya Gold Biscuits Factory, Naya Bans, Sector 15, Noida"
8359,Sagar Dhaba,1,Noida,77.3141279,28.5815304,North Indian,350.0,No,No,No,1,3.1,Orange,Average,27,"Sher Singh Market, Naya Bans, Sector 15, Noida"
8360,Shree Balaji Shudh Vaishno Hotel,1,Noida,77.3142692,28.5802723,North Indian,150.0,No,No,No,1,2.9,Orange,Average,5,"Naya Bans, Sector 15, Noida"
8361,Shree Rathnam,1,Noida,77.3119452,28.5832846,South Indian,800.0,Yes,Yes,No,2,3.3,Orange,Average,57,"R1, 2 & 4, Gulmohar Shopping Complex, Sector 15 C, Sector 15, Noida"
8362,Simran's Cake Studio,1,Noida,77.3104224,28.5820794,Bakery,250.0,No,No,No,1,3.4,Orange,Average,23,"D Block, Sector 15, Noida"
8363,Sweet Cake,1,Noida,77.3127883,28.5826872,Bakery,300.0,No,No,No,1,3.0,Orange,Average,10,"Shop 320, Nayabar, Sector 15, Noida"
8364,The Cake Xpress,1,Noida,77.3144579,28.5812215,Bakery,250.0,No,Yes,No,1,3.0,Orange,Average,43,"CDR Complex, Sector 15, Noida"
8365,The Chef,1,Noida,77.310934,28.5773817,North Indian,500.0,No,No,No,2,2.7,Orange,Average,8,"5, Block 331 A, Gulmohar Market, Sector 15-A Market, Sector 15, Noida"
8366,The Flying Pan,1,Noida,77.3137449,28.58180043,North Indian,400.0,No,No,No,1,3.2,Orange,Average,12,"201, Sector 15, Noida"
8367,Wrapster,1,Noida,77.3100508,28.5821145,Fast Food,200.0,No,No,No,1,3.2,Orange,Average,48,"Near Astha Medicos, B Block Market, Sector 15, Noida"
8368,Getafix Petit,1,Noida,77.3075696,28.5784806,Healthy Food,700.0,No,Yes,No,2,3.5,Yellow,Good,14,"Sports & Cultural Club, Sector 15, Noida"
8369,Lawn Bistro,1,Noida,77.3084223,28.5789682,North Indian,1500.0,Yes,Yes,No,3,3.6,Yellow,Good,328,"12, Rajnigandha Market, Sector 15-A, Near Sector 15, Noida"
8370,Cake N Gifts,1,Noida,0.0,0.0,Bakery,300.0,No,No,No,1,0.0,White,Not rated,0,"CDR Complex, Sector 15, Noida"
8371,Cheese Pizza,1,Noida,77.3101406,28.5822126,Pizza,250.0,No,No,No,1,0.0,White,Not rated,0,"B Block Market, Sector 15, Noida"
8372,Divya Hotal,1,Noida,77.3146798,28.5806262,North Indian,150.0,No,No,No,1,0.0,White,Not rated,2,"Naya Bans, Sector 15, Noida"
8373,Green Valley Chinese Food,1,Noida,77.312979,28.58206,Chinese,200.0,No,No,No,1,0.0,White,Not rated,0,"Alka Cinema, Near Sai Mandir, Sector 15, Noida"
8374,Hooting Owl Cafe,1,Noida,77.3101406,28.582123,Fast Food,300.0,No,No,No,1,0.0,White,Not rated,2,"97, B Block Market, Sector 15, Noida"
8375,Jaak Foods,1,Noida,77.31239598,28.58226269,North Indian,400.0,No,No,No,1,0.0,White,Not rated,1,"Below MK Residency, Nayabans, Opposite  Sai Mandir, Sector 15, Noida"
8376,Kaka Restaurant,1,Noida,77.3147473,28.5807004,Mughlai,450.0,No,No,No,1,0.0,White,Not rated,1,"S.R. Complex, Naya Bans, Sector 15, Noida"
8377,KC Bakers,1,Noida,0.0,0.0,Bakery,350.0,No,No,No,1,0.0,White,Not rated,1,"Shop 7, Gali 1, Sector 15, Noida"
8378,KC Bakery,1,Noida,77.3127435,28.5827278,Bakery,250.0,No,No,No,1,0.0,White,Not rated,1,"Gail 1, Naya Bans, Sector 15, Noida"
8379,Rajan Foods Corner,1,Noida,77.3102284,28.5822693,North Indian,300.0,No,No,No,1,0.0,White,Not rated,1,"B-97, Shop 4, Sector 15, Noida"
8380,Sagar Dhaba,1,Noida,77.314359,28.5801911,North Indian,350.0,No,No,No,1,0.0,White,Not rated,2,"Yadav Complex, Nayabans, Sector 15, Noida"
8381,Sarfira,1,Noida,0.0,0.0,Fast Food,200.0,No,No,No,1,0.0,White,Not rated,1,"B Block Market, Sector 15, Noida"
8382,Shama Chicken Corner,1,Noida,77.314,28.5816812,Mughlai,300.0,No,No,No,1,0.0,White,Not rated,2,"Sangam Guest House, Nayabans, Sector 15, Noida"
8383,Yummy Kitchen,1,Noida,77.3145418,28.5805304,North Indian,450.0,No,No,No,1,0.0,White,Not rated,1,"Bhagmal Complex, Naya Bans, Sector 15, Noida"
8384,Barista,1,Noida,77.3156097,28.5793172,Cafe,650.0,No,No,No,2,2.9,Orange,Average,22,"A 5, Ground Floor, Atrium, Sector 16, Noida"
8385,Divine Curries,1,Noida,77.31759,28.5707246,North Indian,700.0,No,Yes,No,2,3.0,Orange,Average,31,"FC 23, Film City Noida, Sector 16 A, Near, Sector 16, Noida"
8386,Moon Bite,1,Noida,77.31485,28.577722,North Indian,300.0,No,Yes,No,1,3.3,Orange,Average,13,"Near Sector 16, Noida"
8387,Subway,1,Noida,77.31558178,28.58129376,American,500.0,No,No,No,2,3.4,Orange,Average,55,"Ground Floor, Savoy Suites, Near Metro Station, Sector 16, Noida"
8388,Hurry's Paratha,1,Noida,77.3169908,28.5792232,North Indian,200.0,No,Yes,No,1,3.5,Yellow,Good,45,"Road 1-B, Lt. Vijayant Thapar Marg, Near Sector 16 Metro Station, Sector 16, Noida"
8389,McDonald's,1,Noida,77.3157052,28.5801391,Fast Food,500.0,No,Yes,No,2,3.7,Yellow,Good,135,"A-79A, Savoy Suite, Sector 16, Noida"
8390,Cafe Coffee Day,1,Noida,0.0,0.0,Cafe,450.0,No,No,No,1,0.0,White,Not rated,2,"IT Towers, Plot 24, Sector 16-A, Near Sector 16, Sector 16, Noida"
8391,Dunkin' Donuts,1,Noida,0.0,0.0,Burger,600.0,No,No,No,2,0.0,White,Not rated,2,"Corporate Office, Jubilant Life Sciences Limited, Plot 1A, Sector 16, Noida"
8392,Green Chilli Fast Food,1,Noida,77.313817,28.5788612,Chinese,300.0,No,No,No,1,0.0,White,Not rated,0,"Near Night Stay Hotel, Sector 16, Noida"
8393,Street Food Corner,1,Noida,77.317657,28.5776606,Chinese,250.0,No,No,No,1,0.0,White,Not rated,0,"Opposite Gate 2, Sector 16 Metro Station, Sector 16, Noida"
8394,Barbeque Nation,1,Noida,77.3153216,28.5801189,North Indian,1600.0,No,No,No,3,4.3,Green,Very Good,1670,"A-79-A, Ground Floor, Hotel Savoy Suites, Sector 16, Noida"
8395,Aggarwal,1,Noida,77.32593108,28.57081133,South Indian,400.0,No,Yes,No,1,3.3,Orange,Average,61,"B-1/3, Near Sector 18 Metro Station, Sector 18, Noida"
8396,Anchor Bar & Kitchen,1,Noida,77.32504863,28.57064084,North Indian,1300.0,Yes,No,No,3,2.5,Orange,Average,106,"C-26/27, Sector 18, Noida"
8397,Basil Tree,1,Noida,77.32310604,28.56861001,Italian,1200.0,Yes,Yes,No,3,3.4,Orange,Average,431,"G-43 & 44, Main Market, Near Radisson Hotel, Sector 18, Noida"
8398,Bon Bon Pastry Shop,1,Noida,77.32418898,28.57158307,Bakery,150.0,No,No,No,1,3.1,Orange,Average,213,"F-1, Sector 18, Noida"
8399,BSGulati's Punjabi Swad,1,Noida,77.32611079,28.57044385,North Indian,700.0,No,Yes,No,2,2.5,Orange,Average,357,"G-8/3, Savitri Market, Sector 18, Noida"
8400,Cafe-18,1,Noida,77.32660197,28.56988852,Fast Food,250.0,No,No,No,1,2.5,Orange,Average,103,"G-27, Savitri Market, Sector 18, Noida"
8402,Cheenos,1,Noida,77.32454438,28.56857349,American,1500.0,Yes,No,No,3,2.6,Orange,Average,521,"P-11, 2nd & 3rd Floor, Above Sony Centre, Sector 18, Noida"
8403,Gola Sizzlers,1,Noida,77.3235295,28.57113316,Chinese,1600.0,Yes,No,No,3,3.3,Orange,Average,198,"K-4, 1st Floor, Ocean Heights, Sector 18, Noida"
8404,Hira Sweets,1,Noida,77.32480153,28.57024863,Mithai,600.0,No,No,No,2,3.3,Orange,Average,36,"B-13, Sector 18, Noida"
8405,Karim's,1,Noida,77.32365757,28.56926546,Mughlai,1200.0,Yes,No,No,3,3.3,Orange,Average,446,"G-40, Mughal Palace, Sector 18, Noida"
8406,KFC,1,Noida,77.32496414,28.56876577,American,500.0,No,Yes,No,2,2.7,Orange,Average,608,"P-21, Near Vodafone Store, Sector 18 Market, Sector 18, Noida"
8407,Khan's Kathi Rolls,1,Noida,77.32669149,28.56992385,North Indian,400.0,No,No,No,1,3.2,Orange,Average,76,"G-24-26, Savitri Market, Sector 18, Noida"
8408,Nathu's Sweets,1,Noida,77.3242832,28.56889916,North Indian,600.0,No,Yes,No,2,2.5,Orange,Average,211,"G-63, Mansarover Shopping Complex, Sector 18, Noida"
8409,Nawabi Mughlai Zaika,1,Noida,77.325204,28.57099,North Indian,600.0,No,Yes,No,2,3.3,Orange,Average,19,"Sector 18, Noida"
8410,Nite Bites,1,Noida,77.332893,28.597824,North Indian,650.0,No,Yes,No,2,3.4,Orange,Average,68,"Sector 18, Noida"
8411,Nizam's Kathi Kabab,1,Noida,77.32458662,28.57071651,North Indian,900.0,No,Yes,No,2,3.0,Orange,Average,139,"C-18, Sector 18, Noida"
8412,NSD Resto Bar & Kitchen,1,Noida,77.32406242,28.57151907,North Indian,1000.0,Yes,No,No,3,2.6,Orange,Average,19,"D-2C, Basement Level, Sector 18 Market, Sector 18, Noida"
8413,PS Wah Bhai Wah,1,Noida,77.32570108,28.57088023,North Indian,700.0,No,Yes,No,2,2.6,Orange,Average,89,"B-1/6, Ground Floor, Near Metro Station, Sector 18, Noida"
8414,Sagar Ratna,1,Noida,77.32221387,28.5721275,South Indian,600.0,No,Yes,No,2,3.2,Orange,Average,277,"49-50, Ansal Fortune Arcade, Sector 18, Noida"
8415,Sbarro,1,Noida,77.3243117,28.57015824,Pizza,600.0,No,Yes,No,2,3.3,Orange,Average,97,"G-23, Sector 18, Noida"
8416,Swag & Swad,1,Noida,77.322001,28.570049,North Indian,600.0,No,Yes,No,2,3.4,Orange,Average,19,"Near Sector 18, Noida"
8417,The Fizz,1,Noida,77.32313555,28.57225971,North Indian,1400.0,Yes,Yes,No,3,3.2,Orange,Average,80,"N-7, Opposite Axis Bank, Sector 18, Noida"
8418,The Kitchen,1,Noida,77.3264863,28.57003427,North Indian,350.0,No,Yes,No,1,3.2,Orange,Average,47,"Shop G-25, Savitri Market, Captain Vijyant Thapar Marg, Pocket A, Sector 18, Noida"
8419,Twenty Four Seven,1,Noida,77.32466508,28.57117762,Fast Food,300.0,No,No,No,1,3.4,Orange,Average,45,"1-2, D Block, Sector 18, Noida"
8420,Vinny's Restro Bar,1,Noida,77.32512441,28.57073654,North Indian,1300.0,Yes,No,No,3,3.2,Orange,Average,37,"B-10, Sector 18, Noida"
8421,Walk In The Woods,1,Noida,77.324447,28.569182,North Indian,1400.0,Yes,Yes,No,3,3.0,Orange,Average,203,"P-18, Sector 18, Noida"
8422,Xiian,1,Noida,77.3233803,28.5688017,Italian,1400.0,Yes,Yes,No,3,3.4,Orange,Average,286,"G-45, Sector 18 Market, Sector 18, Noida"
8423,Zest Bar and Lounge,1,Noida,77.32295919,28.57206302,Finger Food,1000.0,Yes,No,No,3,3.4,Orange,Average,223,"K-24, Near HSBC Bank, Sector 18, Noida"
8424,Angels in my Kitchen,1,Noida,77.32430164,28.57046888,Bakery,350.0,No,Yes,No,1,3.9,Yellow,Good,205,"C-19, Sector 18, Noida"
8425,Baby Dragon Bar & Restaurant,1,Noida,77.323714,28.569561,North Indian,1350.0,Yes,Yes,No,3,3.5,Yellow,Good,326,"G-34, Sector 18, Noida"
8426,Baker Street,1,Noida,77.32213676,28.57302026,Bakery,300.0,No,Yes,No,1,3.6,Yellow,Good,40,"5, Ground Floor, Ansal Fortune Arcade, Sector 18, Noida"
8427,Bamboo Shoots,1,Noida,77.32396636,28.57153949,Chinese,1600.0,Yes,Yes,No,3,3.9,Yellow,Good,515,"F-2/3, Sector 18, Noida"
8428,Bikanervala Bliss,1,Noida,77.32466038,28.57196379,North Indian,1200.0,No,No,No,3,3.6,Yellow,Good,235,"Silver Tower, Near Metro Station, Sector 18, Noida"
8429,Bikanervala,1,Noida,77.3246292,28.57215783,North Indian,550.0,No,Yes,No,2,3.7,Yellow,Good,331,"1st Floor, Silver Tower, Near Metro Station, Sector 18, Noida"
8430,Bikkgane Biryani,1,Noida,77.32443139,28.57013969,Biryani,800.0,Yes,Yes,No,2,3.8,Yellow,Good,612,"G-24, Gautam Buddha Nagar, Sector 18, Noida"
8431,Burbee's Cafe,1,Noida,77.32456181,28.56935203,American,900.0,Yes,Yes,No,2,3.7,Yellow,Good,833,"G-56, 2nd Floor, Sector 18, Noida"
8432,Cafe Coffee Day,1,Noida,77.32398044,28.56966474,Cafe,450.0,No,Yes,No,1,3.6,Yellow,Good,125,"G-54, Sector 18, Noida"
8433,Deez Biryani & Kebabs,1,Noida,77.32459467,28.56839947,Biryani,650.0,No,Yes,No,2,3.5,Yellow,Good,430,"P-10, 1st Floor, Sector 18, Noida"
8434,Desi Vibes,1,Noida,77.32425638,28.5694916,North Indian,1400.0,No,Yes,No,3,3.8,Yellow,Good,2019,"G-50, 1st Floor, Sector 18, Noida"
8435,Dhaba at Atta,1,Noida,77.32411414,28.56914544,North Indian,1000.0,No,Yes,No,3,3.8,Yellow,Good,477,"G-56, 1st Floor, Sector 18, Noida"
8436,DND,1,Noida,77.32224271,28.57234745,North Indian,350.0,No,Yes,No,1,3.5,Yellow,Good,196,"28B, Ground Floor, Pearls Plaza, Sector 18, Noida"
8437,Domino's Pizza,1,Noida,77.3248877,28.5702822,Pizza,700.0,No,No,No,2,3.6,Yellow,Good,547,"C-2/22, Sector 18, Noida"
8438,Donald's Pastry Shop,1,Noida,77.32413467,28.56784854,Bakery,300.0,No,Yes,No,1,3.8,Yellow,Good,402,"J-55, Sector 18, Noida"
8439,Doosri Mehfil,1,Noida,77.32429225,28.57171587,North Indian,950.0,Yes,Yes,No,2,3.8,Yellow,Good,285,"D-2C, Sector 18, Noida"
8440,Fit Bites,1,Noida,77.32514117,28.57101361,Healthy Food,800.0,No,Yes,No,2,3.8,Yellow,Good,154,"B-5, Ground Floor, Wave Silver Tower, Sector 18, Noida"
8441,Hungry Minister,1,Noida,77.327377,28.570034,Continental,400.0,No,Yes,Yes,1,3.5,Yellow,Good,147,"Sector 18 ,Noida"
8442,Hurry's Paratha,1,Noida,77.322687,28.570159,Pizza,200.0,No,Yes,No,1,3.5,Yellow,Good,47,"J-44, Sector 18, Noida"
8443,Imly,1,Noida,77.32071754,28.56728731,Street Food,600.0,No,No,No,2,3.9,Yellow,Good,204,"Food Court, DLF Mall Of India, Sector 18, Noida"
8444,Jambox,1,Noida,77.325052,28.571388,Fast Food,500.0,No,Yes,No,2,3.6,Yellow,Good,30,"Shop 5-A, Ground Floor, Wave Silver Tower, Sector 18, Noida"
8445,LIT Ultrabar,1,Noida,77.32541844,28.57096149,Continental,1550.0,Yes,No,No,3,3.6,Yellow,Good,425,"B-1, 9/10, Near Sector 18 Metro Station, Sector 18, Noida"
8446,Mainland China,1,Noida,77.32224539,28.57181745,Chinese,1800.0,Yes,Yes,No,3,3.7,Yellow,Good,743,"Ground Floor, Plot K-1, Dharam Palace, Sector 18, Noida"
8447,McDonald's,1,Noida,77.32432779,28.56920863,Fast Food,500.0,No,Yes,No,2,3.9,Yellow,Good,403,"P-16, Atta Market, Sector 18, Noida"
8448,Metro Dhaba,1,Noida,77.3257916,28.57036376,North Indian,500.0,No,Yes,No,2,3.8,Yellow,Good,418,"B-1/35, Sector 18, Noida"
8449,Nazeer Foods,1,Noida,77.3248411,28.57116908,Mughlai,600.0,No,Yes,No,2,3.6,Yellow,Good,703,"C-9, Behind Shipra Hotel, Sector 18, Noida"
8450,Our Story Bistro & Tea Room,1,Noida,77.32361533,28.56914297,Cafe,1000.0,Yes,No,No,3,3.9,Yellow,Good,320,"G-38, 1st Floor, Sector 18, Noida"
8451,Paddy's Cafe,1,Noida,77.32465636,28.5682225,Cafe,800.0,Yes,Yes,No,2,3.7,Yellow,Good,302,"J-3, 1st Floor, Sector 18, Noida"
8452,Popular Cakery,1,Noida,77.32499767,28.56978752,Bakery,500.0,No,Yes,No,2,3.9,Yellow,Good,250,"BK-1, Near Sector 18, Metro Station, Sector 18, Noida"
8453,Punjabi By Nature,1,Noida,77.32484244,28.56900605,North Indian,2000.0,Yes,Yes,No,4,3.7,Yellow,Good,770,"P-19, Sector 18, Noida"
8454,Sadda Adda,1,Noida,77.3238781,28.57065303,Fast Food,300.0,No,No,No,1,3.5,Yellow,Good,22,"D-3, Opposite Karnataka Bank, GB Nagar, Sector 18, Noida"
8455,Subway,1,Noida,77.32487295,28.57008816,American,500.0,No,Yes,No,2,3.8,Yellow,Good,268,"B-14, K.J Enterprises, Sector 18, Noida"
8456,Swagath,1,Noida,77.32373536,28.5684245,North Indian,1500.0,Yes,No,No,3,3.6,Yellow,Good,415,"J-57, Near Centrestage Mall, Sector 18, Noida"
8457,TFK - The Flaming Kick,1,Noida,77.32236877,28.56954961,North Indian,2350.0,Yes,Yes,No,4,3.5,Yellow,Good,214,"1st Floor, Ansal Fortune Arcade, Sector 18, Noida"
8458,The Great Kabab Factory,1,Noida,77.3218102,28.57210424,North Indian,2200.0,Yes,No,No,4,3.5,Yellow,Good,540,"Ansal's Fortune Arcade, Sector 18, Noida"
8459,The Patiala Kkitchen,1,Noida,77.32216291,28.57199854,North Indian,1600.0,Yes,Yes,No,3,3.6,Yellow,Good,332,"K-1 Block, Dharam Palace, Sector 18, Noida"
8460,The Tandoori Village,1,Noida,77.32376587,28.56837474,North Indian,1500.0,Yes,No,No,3,3.5,Yellow,Good,247,"J-57, 1st Floor, Sector 18, Noida"
8461,The Yellow Chilli,1,Noida,77.32239123,28.57149032,North Indian,1600.0,Yes,Yes,No,3,3.7,Yellow,Good,222,"2nd Floor, Dharam Palace, K Block, Near Movie Time Cinema, Sector 18, Noida"
8462,Top Breads,1,Noida,77.32339572,28.57070886,Bakery,200.0,No,Yes,No,1,3.5,Yellow,Good,420,"K-4, Ground Floor, Sector 18, Noida"
8463,Wat-a-Burger!,1,Noida,77.32514352,28.56950956,Fast Food,350.0,No,Yes,No,1,3.6,Yellow,Good,324,"Shop 4, JOP Plaza, Near Lenskart, Sector 18, Noida"
8464,Chawla's 2,1,Noida,77.32652552,28.56984906,North Indian,700.0,No,Yes,No,2,2.2,Red,Poor,81,"G-28, Savitri Market, Sector 18, Noida"
8465,Himalaya,1,Noida,77.32435126,28.57242813,North Indian,450.0,No,Yes,No,1,2.3,Red,Poor,31,"Near JS Arcade, Atta Market, Sector 18, Noida"
8466,Public Cafe,1,Noida,77.3261812,28.56993416,Fast Food,450.0,No,Yes,No,1,2.1,Red,Poor,74,"G-28A, Savitri Market, Near Metro Station, Sector 18, Noida"
8467,RPM - Zanzi Bar,1,Noida,77.32529875,28.57066881,Chinese,2000.0,Yes,No,No,4,2.4,Red,Poor,103,"B-110, Gautam Budh Nagar, Sector 18, Noida"
8468,Mad Over Donuts,1,Noida,77.3242376,28.56827816,Desserts,450.0,No,Yes,No,1,4.2,Green,Very Good,235,"J-52,Ground Floor,  Main Market, Sector 18, Noida"
8469,RollsKing,1,Noida,77.32480355,28.56812416,Fast Food,300.0,No,No,No,1,4.0,Green,Very Good,1055,"J-3, Near GIP Footover Bridge, Sector 18, Noida"
8470,Lumbini Food Point,1,Noida,77.3283593,28.5816039,Chinese,350.0,No,No,No,1,2.8,Orange,Average,18,"Near Sharma Clinic, C Block, Sector 19, Noida"
8471,Owlcity,1,Noida,77.328028,28.577975,Fast Food,400.0,No,Yes,No,1,3.6,Yellow,Good,165,"Sector 19, Noida"
8472,Night Munchers,1,Noida,0.0,0.0,North Indian,500.0,No,No,No,2,0.0,White,Not rated,1,"Sector 19, Noida"
8473,Night Munchies,1,Noida,77.3291124,28.5807886,North Indian,500.0,No,No,No,2,0.0,White,Not rated,0,"C-31, Sector 19, Noida"
8474,Anand Food Factory,1,Noida,77.3143909,28.5837833,North Indian,300.0,No,No,No,1,2.9,Orange,Average,4,"C-68, Sector-2, Noida"
8475,Nirula's,1,Noida,77.3135127,28.5822486,Fast Food,1100.0,Yes,Yes,No,3,2.5,Orange,Average,221,"C-135, Near Sector 15 Metro Station, Sector 2, Noida"
8476,Snacks India,1,Noida,77.3116811,28.5849968,North Indian,500.0,No,Yes,No,2,3.6,Yellow,Good,103,"A-78, Sector 2, Noida"
8477,Ahaar Udyan,1,Noida,77.3134615,28.5833336,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0,"C-135, Sector 2, Noida"
8478,Choco Bee,1,Noida,77.3123862,28.5850552,Bakery,500.0,No,No,No,2,0.0,White,Not rated,3,"B 3, Sector 2, Noida"
8479,Crazy Noodles,1,Noida,77.3128979,28.5853521,Chinese,1100.0,No,Yes,No,3,0.0,White,Not rated,2,"Sector 2, Noida"
8480,Dakshin Platter,1,Noida,77.31540769,28.58503529,South Indian,300.0,No,No,No,1,0.0,White,Not rated,0,"B Block, Sector 2, Noida"
8481,Kathi Junction,1,Noida,77.3139934,28.5855201,Fast Food,200.0,No,No,No,1,0.0,White,Not rated,2,"B Block Road, Sector 2, Noida"
8482,Sonu Parantha Corner,1,Noida,77.3141165,28.585532,North Indian,200.0,No,No,No,1,0.0,White,Not rated,0,"B-64, Sector -2, Noida"
8483,Olive Kitchen,1,Noida,77.3332052,28.5838546,North Indian,500.0,No,Yes,No,2,2.6,Orange,Average,17,"82/2, F Block Market, Near INP School, Sector 20, Noida"
8484,R Cafe,1,Noida,0.0,0.0,South Indian,400.0,No,No,No,1,3.0,Orange,Average,5,"Near Indian National Public School, Sector 20, Noida"
8485,Eating Point,1,Noida,77.3328463,28.5825656,North Indian,300.0,No,No,No,1,0.0,White,Not rated,3,"D-24, Sector 20, Noida"
8486,New Gee Pee,1,Noida,77.3360987,28.5880357,Fast Food,300.0,No,No,No,1,3.3,Orange,Average,27,"Shop 1, F Block Market, Jal Vayu Vihar, Sector 21, Noida"
8487,Uncle's JVCC Restaurant,1,Noida,77.3371603,28.5847607,North Indian,600.0,No,Yes,No,2,3.0,Orange,Average,26,"Jalvayu Vihar Community Centre, Sector 21, Noida"
8488,Twenty Four Seven,1,Noida,77.3386645,28.5921841,Fast Food,250.0,No,No,No,1,0.0,White,Not rated,1,"Dolly Motors, Indian Oil Petrol Pump, Near 12-22 Market, Near Noida Stadium, Plot 4, Sector 21 A, Sector 21, Noida"
8489,Hari Om Restaurant,1,Noida,77.3446655,28.5990702,North Indian,250.0,No,No,No,1,3.0,Orange,Average,10,"Main Road, I Block Market, Sector 22, Noida"
8490,Jain Restaurant,1,Noida,77.3425749,28.5950171,North Indian,500.0,No,Yes,No,2,3.0,Orange,Average,7,"Jiyaram Complex, Near Central Bank, Sector 22, Noida"
8491,Lajawab Family Restaurant,1,Noida,77.3425375,28.5940591,North Indian,450.0,No,Yes,No,1,2.5,Orange,Average,17,"Shop 10, Pandit Market, Opposite A- Block, Sector 22, Noida"
8492,Alam Muradabadi & Hyderabadi Biryani,1,Noida,77.3431349,28.5954289,Mughlai,500.0,No,No,No,2,0.0,White,Not rated,0,"Near Wine Shop, Main Road, Sector 22, Noida"
8493,Bala Ji Raja Dhaba,1,Noida,77.3446346,28.5973259,North Indian,200.0,No,No,No,1,0.0,White,Not rated,0,"Opposite Sector 12 Sabji Mandi, Sector 22, Noida"
8494,Brijwasi Dhaba,1,Noida,77.3445624,28.597278,North Indian,200.0,No,No,No,1,0.0,White,Not rated,0,"Sadarpur Colony, Sabzi Mandi, Sector 22, Noida"
8495,Prerna Family Restaurant,1,Noida,77.3449071,28.5990864,North Indian,450.0,No,No,No,1,0.0,White,Not rated,0,"Main Road, I Block Market, Near Bank of India, Sector 22, Noida"
8496,Rana Dhaba,1,Noida,77.349942,28.5979022,North Indian,500.0,No,No,No,2,0.0,White,Not rated,0,"G 39/A, Near Axis Bank ATM, Sector 22, Noida"
8497,The Food Factory,1,Noida,77.3469331,28.5916807,North Indian,150.0,No,No,No,1,0.0,White,Not rated,1,"Shop 617, Chaudhary Complex, Sector 22, Noida"
8498,221 B Baker Street,1,Noida,77.3379464,28.5843762,Bakery,350.0,No,Yes,No,1,3.4,Orange,Average,102,"21, Jalvayu Vihar Market, Sector 25, Noida"
8499,Hunger's Hub,1,Noida,77.3378653,28.5845728,North Indian,550.0,No,Yes,No,2,3.1,Orange,Average,16,"Shop 1, Jalvayu Vihar, Shopping Complex, Sector 25, Noida"
8500,Lajwaab Restaurant,1,Noida,77.3381766,28.5843215,North Indian,500.0,No,No,No,2,2.6,Orange,Average,59,"22, Opposite Bal Bharti School, Jalvayu Vihar Shopping Complex, Sector 25, Noida"
8501,Republic of Chicken,1,Noida,77.3382691,28.5844243,Raw Meats,400.0,No,No,No,1,3.0,Orange,Average,37,"17, Jalvayu Vihar Shopping Complex, Sector 25, Noida"
8502,Gauranga Sweets,1,Noida,77.3381319,28.5843227,Mithai,500.0,No,No,No,2,0.0,White,Not rated,2,"15, Jal Vayu Vihar Shopping Complex, Sector 25, Noida"
8503,Green Valley Chinese Food,1,Noida,77.3377069,28.5846506,Chinese,350.0,No,No,No,1,0.0,White,Not rated,0,"Market 5, Opposite Bal Bharti Public School, Sector 25, Noida"
8504,Super Cake Shop,1,Noida,77.3352827,28.5767841,Bakery,300.0,No,Yes,No,1,2.5,Orange,Average,4,"Jaipuria Plaza, Sector 26, Noida"
8505,Dev Food,1,Noida,0.0,0.0,North Indian,300.0,No,No,No,1,0.0,White,Not rated,0,"B-128, Near MMI School, Sector 26, Noida"
8506,Wakhra Swaad,1,Noida,77.3352977,28.5768276,North Indian,500.0,No,Yes,No,2,4.1,Green,Very Good,112,"Shop 129, Jaipuria Plaza, Sector 26, Noida"
